generic_name,cases
flurazepam,restful
flupentixol + melitracen,anxiety depression
flupentixol,depression
flupentixol,anxiety
fluorometholone acetate,conjunctivitis
fluocinolone acetonide + neomycin sulfate,dermatitis
fusidic acid (ophthalmic),infections
furosemide + spironolactone,hyper
furosemide,fluid
furosemide,cardiac failure
fosfomycin trometamol,infections
formoterol fumarate,persistent asthma
gentamicin sulfate (injection),infections
gemifloxacin,bronchitis
gemfibrozil,hyper
gatifloxacin (oral),infections
gatifloxacin (ophthalmic),conjunctivitis
gabapentin,seizure
gabapentin,seizure
fusidic acid + hydrocortisone,dermatitis
fusidic acid + betamethasone,eczema
fusidic acid + betamethasone,infections
glycerin + hypromellose + polyethylene glycol + tetrahydrozoline + zinc sulfate,burning
glycerin + hypromellose + polyethylene glycol + tetrahydrozoline + zinc sulfate,irritation
glucosamine sulfate + diacerein,osteoarthritis
glucosamine sulfate + diacerein,rheumatoid arthritis
gliclazide,of diabetes
gliclazide,2 diabetes mellit
hepatitis b vaccine [rdna],b vaccine
hepatitis b vaccine [rdna],hepatitis b virus
hartmann's solution,metabolic
hartmann's solution,acidosis
hartmann's solution,dehydration
haloperidol,psychomotor agitation
haloperidol,schizophrenia
halobetasol propionate + tazarotene,plaque
halobetasol propionate + tazarotene,psoriasis
griseofulvin [microsize],infections
granisetron,nausea
granisetron,vomiting
gramacidin + neomycin + polymixin b,infections
golimumab,rheumatoid arthritis
glycopyrronium bromide + formoterol fumarate,obstructive
glycopyrronium bromide (respirator solution),chronic obstructive pulmonary disease
hydrogen peroxide,infection
hydrocortisone acetate + benzyl benzoate + bismuth subgallate + bismuth oxide + balsam peru + zinc oxide,hemor
hydrocortisone acetate,dermatitis
hydrocortisone acetate,allergic dermatitis
hydrocortisone acetate,eczema
hydrocortisone,adrenocortical insufficiency
hydrochlorothiazide,hyper
"human papillomavirus quadrivalent (types 6, 11, 16, and 18)",papillomavirus
human papillomavirus bivalent (types 16 & 18),human papillomavirus
ibuprofen,rheumatoid arthritis
ibrutinib,mantle cell lymphoma
hypromellose + carbomer,tear fluid
hypromellose,hypromellose
hypromellose,discomfort
hyoscine hydrobromide,nausea
hyoscine hydrobromide,vomiting
hyoscine hydrobromide,motion sickness
hyoscine hydrobromide,sickness
hylan g-f 20,pain
hylan g-f 20,osteoarth
hydroxyurea,hydro
hydroxyurea,resistantchron
hydroxyurea,myeloid
hydroxyurea,leukemia
hydroquinone,bleaching
inositol nicotinate,raynaud ' s disease
indomethacin (rectal),spondylitis
indomethacin (oral),arthritis
indapamide + perindopril arginine,hypertension
indapamide,renal function impairment
indacaterol maleate,airflow obstruction
indacaterol + glycopyrronium,airflow obstruction
inactivated hepatitis a vaccine,hepatitis
imiquimod,warts
iloperidone,schizophrenia
idoxuridine,infection
irbesartan,renal disease
irbesartan,hypertension
interferon alfa-2a [recombinant],hepatitis c
insulin human [rdna] + isophane insulin human,type 1 diabetes
insulin human [long-acting],type 1 diabetes
insulin human [fast-acting],type 1 diabetes
insulin degludec + insulin aspart premixed,diabetes mellitus
insulin aspart + insulin aspart protamine,diabetes mellitus
isotretinoin (topical),acne vulgaris
isosorbide mononitrate,episode
isopropamide + trifluoperazine,gastrointestinal disorders
isoniazid,tuberculosis
iron polymaltose complex + vitamin b complex + zinc,zinc deficiencies
iron polymaltose complex + folic acid + zinc + vitamin b-complex,deficiency
iron hydroxide polymaltose + folic acid + zinc sulfate monohydrate,zinc deficiencies
l-lysine hydrochloride,lysine
l-lysine hydrochloride,hydroch
l-lysine hydrochloride,infection
ketotifen fumarate (ophthalmic),conjunctivitis
ketorolac tromethamine,pain
ketoprofen (topical),pain
ketoconazole (tablet),infections
ketoconazole (shampoo),infections
ketoconazole (cream),infections
ketamine,skeletal
kanamycin,infections
ispaghula husk + ispaghula seed + tinnevelly senna pods,consti
ispaghula [psyllium] husk,constipation
lanthanum carbonate,renal disease
lansoprazole,ulcer
lamivudine + zidovudine,infection
lamivudine [for chronic hepatitis b],hepatitis b
lamivudine [for chronic hepatitis b],hepatitis b
lamivudine [for chronic hepatitis b],inflammation
lactobacillus rhamnosus gg,lactobacillus
lactobacillus rhamnosus gg,gg bowel problems
lactitol monohydrate,encephalopathy
lactase,lactose
labetalol hydrochloride (injection),hypertension
levocarnitine,chronic fatigue syndrome
levocarnitine,heart diseases
levobunolol,glaucom
lercanidipine hydrochloride,hypertension
latanoprost,glaucoma
larotrectinib,solid tumors
linagliptin,type 2 diabetes mellitus
lifitegrast,lifitegrast
lifitegrast,dry eye disease
levofloxacin hemihydrate,infections
levofloxacin (ophthalmic),conjunctivitis
levodopa + carbidopa (fc tablet),motor recovery
loteprednol etabonate,inflammation
losartan potassium + hydrochlorothiazide,hyper
lornoxicam,rheumatoid arthritis
lorazepam,anxiety states
loperamide hydrochloride,diarrhea
loperamide hydrochloride,diarrhea
loperamide hydrochloride,cramps
lomefloxacin (oral),infections
lomefloxacin (ophthalmic),infections
liraglutide,weight - related comorbid condition
measles and rubella,rubella
magnesium sulfate heptahydrate,convulsion
magnesium oxide,magnesium defciency
magnesium hydroxide + liquid paraffin,constipation
magnesium hydroxide + liquid paraffin,cholecystitis
magnesium hydroxide + liquid paraffin,hernia
magnesium hydroxide,nausea
magaldrate,hyperac
magaldrate,peptic ulcers
lynestrenol,poly
lymecycline,sinus
lurasidone hydrochloride,depressive
lurasidone hydrochloride,episodes
lurasidone hydrochloride,bipolar i disorder
lubiprostone,lubiprostone
lubiprostone,constipation
mepyramine maleate,sting
mepyramine maleate,rash
menthol + pramoxine hydrochloride,rash
menaquinone-7,rheumatoid arthritis
memantine hydrochloride,alzheimer ' s type
meloxicam,meloxicam
meloxicam,rheumatoid arthritis
mefloquine,malaria
mefloquine,infections
mefenamic acid,fever
mefenamic acid,toothache
mefenamic acid,headache
mefenamic acid,migraine
meclizine hydrochloride,motion
meclizine hydrochloride,vertigo
mebhydrolin napadisylate,allergic disease
methylprednisolone acetate,contact dermatitis
methylergonovine maleate,atony
methyldopa,hyper
methimazole,graves ' disease
methimazole,hyperthyroidism
mesalazine [5-aminosalicylic acid],colitis
meropenem trihydrate,pneumonia
meropenem trihydrate,pneumonia
meropenem trihydrate,infections
misoprostol,ulcer
mirabegron,mira
mirabegron,over
minoxidil,minoxidil
minocycline hydrochloride,infection
miglitol,miglitol
micronised diosmin + hesperidin,hemorrhoidal attacks
miconazole nitrate (oral gel),candidiasis
metronidazole + neomycin sulphate + polymyxin b + nystatin,infections
metronidazole + miconazole nitrate,candidiasis
metronidazole,amoebiasis
multivitamin [adult preparation],vitamin deficiencies
mucopolysaccharide polysulphate + salicylic acid,anti - inflammatory
moxonidine,high blood
moxifloxacin hydrochloride + xanthan gum,bacterial
moxifloxacin hydrochloride + xanthan gum,conjunctivitis
moxifloxacin hydrochloride (tablet),bacterial sinusitis
moxifloxacin hydrochloride (ophthalmic),conjunctivitis
moxifloxacin hydrochloride (injection),infections
montelukast sodium,asthma
monosemicarbazone adrenochrome,bleeding
mycophenolate mofetil,lupus nephritis
multivitamin & multimineral [a-z silver preparation],mineral deficiencies
multivitamin & multimineral [a-z juniors syrup preparation],vitamin and minerals
nelfinavir,infection
nefopam hydrochloride,pain
nebivolol + hydrochlorothiazide,hypertension
naproxen sodium,gout
naphazoline + pheniramine,conjunctivitis
naloxone hydrochloride,overdosage
nalidixic acid,nalidixic
nalidixic acid,acid
nalidixic acid,infection
nalbuphine,pain
naftidrofuryl oxalate,peripheral vascular disorders
nab-paclitaxel [nanoparticle albumin-bound paclitaxel],lung cancer
nintedanib,cancer
nimesulide,extra - articular disorders
nilotinib,renal cell carcinoma
nifedipine,renal hypertension
netarsudil dimesylate,glaucoma
netarsudil dimesylate,ocular hypertension
neomycin sulfate + bacitracin zinc + polymyxin b sulfate (ophthalmic),infections
nystatin (oral),candidiasis
norethisterone acetate,metro
norethisterone acetate,hemorrhagic
norepinephrine,cardiac arrest
nitroglycerin (sublingual spray),attack
nitroglycerin (sublingual spray),prop
nitroglycerin (iv infusion),hypertension
nitrofurazone,infectious conditions
nitrofurantoin,infections
nitazoxanide,diarrhea
oral rehydration salt [powder],age groups
oral rehydration salt [flavored],diarrhea
oral polio vaccine,poliomyelitis
omeprazole (mups tablet),ulcer
omeprazole,ulcer
omalizumab,urticaria
olopatadine hydrochloride (ophthalmic),itching
olopatadine hydrochloride (ophthalmic),conjunctivitis
olaparib,breast cancer
olanzapine,psychotic features
ofloxacin + clotrimazole + beclomethasone + lidocaine,infections
ofloxacin (oral & injection),infections
ofloxacin (ophthalmic),infections
octreotide acetate,carcinoid tumors
oxytetracycline + polymixin b sulphate,ocular
oxytetracycline + polymixin b sulphate,infections
oxytetracycline,infections
oxyphencyclimine hydrochloride,peptic ulcer disease
oxymetazoline hydrochloride (cream),rosacea
oxybuprocaine hydrochloride,numb
oxiconazole nitrate,infections
oxaprozin,symptoms
oxaprozin,osteoarthritis
oxaliplatin,colon cancer
oseltamivir,influenza
ornidazole,infections
orlistat,obese
pefloxacin mesylate dihydrate,septicemia
parecoxib,pain
paracetamol+tramadolhydrochloride,pain
paracetamol + caffeine,headache
paracetamol (iv infusion),pain
pantoprazole sodium sesquihydrate,acid secretion
paracetamol,common cold
paracetamol,influenza
pancreatin,pancreatitis
pancreatin,cystic fibrosis
paliperidone palmitate,schizophrenia
phenoxymethyl penicillin [penicillin v],bacterial
phenoxymethyl penicillin [penicillin v],infections
pheniramine maleate,skin conditions
permethrin + crotamiton,pruritus
perindopril arginine,heart failure
perampanel,epilepsy
pentoxifylline,peripheral arterial occlusive disease
pentosan polysulfate sodium,cystitis
pentazocine hydrochloride,pain
pemirolast potassium,conjunctivitis
pembrolizumab,melanoma
peginterferon alfa-2a [pegylated interferon alfa-2a],hepatitis b
podophyllotoxin,warts
pizotifen,migraine
pivmecillinam,infections
pitavastatin calcium,hyper
piperacillin + tazobactam,infections
pioglitazone + metformin hydrochloride,2 diabetes
pimavanserin,parkinson ' s disease
pilocarpine hydrochloride (ophthalmic),hypertension
pholcodine,dry cough
prednisolone,hypersensitivity reactions
pramoxine hydrochloride + calamine,pain
pramoxine hydrochloride + calamine,burns
pramipexole,restless legs
pramipexole,syndrome
pralidoxime chloride,poisoning
potassium citrate,acid
potassium citrate,calcium stones
potassium chloride,potassium deficit
polymyxin b sulfate,infections
polyethylene glycol 3350 + electrolytes,fecal impaction
propantheline bromide,peptic
propantheline bromide,ulcer
promethazine hydrochloride (injection),allergic reactions
progesterone (capsule),abortion
procyclidine hydrochloride,parkinsonian syndrome
probiotic combination [9 billion],problems
probiotic combination [10 billion],constipation
primaquine phosphate,malaria
prednisolone acetate,inflammation
rabeprazole sodium,ulcer
rabeprazole sodium,ulcer
quinine sulfate,malaria
pyridoxine hydrochloride + doxylamine succinate,nausea
pyridoxine hydrochloride + doxylamine succinate,vomiting
pyridoxine hydrochloride + doxylamine succinate,pregnancy
pyridoxine hydrochloride,certain hereditary disorders
prucalopride succinate,relief
protamine crystallised insulin aspart,diabetes mellitus
propylthiouracil,graves ' disease
propylthiouracil,hyperthyroidism
propranolol hydrochloride,migraine
relugolix,prostate cancer
regorafenib,color
rasagiline,parkinson ' s disease
ramipril,hyper
ramelteon,insomnia
rivastigmine tartrate,parkinson ' s disease
ritodrine hydrochloride,premature labour
risperidone (injection),schizophrenia
rimexolone,inflammation
riluzole,sclerosis
rifaximin,e. coli
rifampicin + isoniazid + pyrazinamide + ethambutol,tuberculosis
rifampicin + isoniazid + pyrazinamide,pulmonary tuberculosis
rifampicin + isoniazid,tuberculosis
salicylic acid,blackheads
salicylic acid,redness
salbutamol (inhaler),induced asthma
rupatadine fumarate,allergic
rupatadine fumarate,rhinitis
roxithromycin,infections
roxithromycin,micro
roxadustat,anemia
roxadustat,kidney disease
rosuvastatin,hyper
rosiglitazone + metformin hydrochloride,type 2 diabetes mellitus
ropinirole,restless legs
ropinirole,syndrome
sildenafil citrate,citrate erectile dysfunction
sevelamer hydrochloride,renal disease
sertaconazole nitrate,infections
semaglutide (tablet),type
semaglutide (tablet),diabetes mellitus
selexipag,pulmonary arterial hypertension
secukinumab,plaque
secukinumab,psoriasis
saxagliptin,saxag
salsalate,rheumatoid arthritis
salmon calcitonin,paget ' s disease
sodium chloride + dextrose,vomiting
sodium chloride (nasal preparation),cold
sodium alginate + sodium bicarbonate + calcium carbonate,epigastric
sodium alginate + sodium bicarbonate + calcium carbonate,retro
sitagliptin,type 1 diabetes
solifenacin succinate,overactive
solifenacin succinate,bladder syndrome
sofosbuvir + velpatasvir,cirrhosis
sodium valproate,epilepsy
sodium stibogluconate,cancer
sodium stibogluconate,tumors
sodium stibogluconate,solid tumors
sodium nitroprusside dihydrate,hyper
sodium hyaluronate (ophthalmic),dry eye
sodium fusidate (topical),infections
sodium fluoride (mouthwash),antiseptic
sulphadoxine + pyrimethamine,malaria
sulindac,rheumatoid arthritis
sulfasalazine,rheumatoid arthritis
sulfasalazine,arthritis
sulfacetamide sodium,conjunctivitis
sulfacetamide sodium,infections
streptokinase,pain
spironolactone,heart failure
spiramycin,infections
tazarotene,plaque
tazarotene,psoriasis
tapentadol hydrochloride,pain
tamsulosin hydrochloride,prostatic hyperplasia
tamoxifen citrate,breast cancer
tafluprost,glaucoma
tadalafil,erectile dysfunction
super antioxidant [vitamins & minerals],cancer
sunitinib,renal cell carcinoma
sumatriptan,headache
sulphonated surfactant,conditions
testosterone undecanoate,unable to produce enough on its
testosterone decanoate,spermatogenic disorders
terlipressin acetate,bleeding
terlipressin acetate,varices
teriparatide,osteoporosis
terfenadine,skin disorders
terbinafine hydrochloride,tinea capitis
tenofovir disoproxil fumarate,hepatitis b virus
tenofovir disoproxil fumarate,infection
tenofovir alafenamide,liver disease
temozolomide,temozolomide
temozolomide,glioblastoma
temozolomide,multiforme
telmisartan,hypertension
telmisartan,hypertension
teicoplanin,infections
teicoplanin,streptococci
tegaserod,constipation
timolol maleate,ocular hypertension
timolol maleate,glaucoma
tigecycline,infections
tiemonium methylsulphate,pain
tiemonium methylsulphate,functional disorders
ticagrelor,coronary syndromes
thiotepa,thiotepa
thiamine hydrochloride,encephalopathy
theophylline,theophylline
theophylline,asthma
thalidomide,thalidomide
tetracycline hydrochloride (topical),infection
tetracycline hydrochloride (oral),infections
tetracycline hydrochloride (ophthalmic),conjunctivitis
tramadol hydrochloride,painful conditions
torsemide,hyper
torasemide,hypertension
tolvaptan,hyper
tolterodine tartrate,urge
tolfenamic acid,pain
tolfenamic acid,fever
tofacitinib,rheumatoid arthritis
tobramycin (ophthalmic),infections
tobramycin (nebuliser solution),fibrosis
tobramycin (nebuliser solution),pseudomonas aeruginosa
tiotropium (dry powder inhaler),chronic obstructive pulmonary disease
trihexyphenidyl hydrochloride,hydrochloride
trihexyphenidyl hydrochloride,parkinsonism
trifluoperazine,psychotic disorders
triamcinolone acetonide (injection),stevens - johnson syndrome
tretinoin (topical),vulgaris
tretinoin (oral),remission
travoprost,glaucoma
trastuzumab emtansine,cancer
valsartan + hydrochlorothiazide,hyper
valsartan,hyper
valganciclovir,risk
ursodeoxycholic acid,cholestasis
ursodeoxycholic acid,viral hepatitis
urea (10%),dry skin conditions
undenatured type ii collagen + glucosamine sulfate + chondroitin sulfate,rheumatoid arthritis
undenatured type ii collagen,osteoarthritis
undenatured type ii collagen,rheumatoid arthritis
ulipristal acetate [for uterine fibroids],symptoms
ulipristal acetate [for emergency contraception],contra
ulipristal acetate [for emergency contraception],failure
tulobuterol hydrochloride,asthma
tulobuterol hydrochloride,bronchitis
tto thermal toothpaste,hypersensitivity
vitamin a,illnesses
vinpocetine,vinpocetine
vinpocetine,acute cardiovascular disorders
vincristine sulfate,leukemia
vinblastine sulfate,hodgkins disease
vilanterol trifenatate + fluticasone furoate,asthma
vilanterol + umeclidinium + fluticasone furoate,asthma
venetoclax,deletion
venetoclax,tp53 mutation
vardenafil,treat
yellow fever vaccine,fever
xylometazoline hydrochloride,nasal congestion
"vitamins [c, e, b9 and b12] and minerals [selenium, copper and zinc]",oxidative stress
"vitamin b6, b9 & b12",hyper
"vitamin b1, b2 & b6",peripheral neuritis
vitamin b complex,stressful conditions
zonisamide,seizures
zolmitriptan,migraine
zolmitriptan,aura
zoledronic acid [for hypercalcemia],hyper
zoledronic acid [for hypercalcemia],malignancy
zinc sulfate monohydrate,losing conditions
zinc oxide + virgin castor oil,rash
zinc oxide + benzyl alcohol + benzyl benzoate + benzyl cinnamate + lanolin,rash
zafirlukast,asthma
